matricula,modelo_id,ano_fabricacao,data_ultima_revisao,total_horas_voo,ativa
VH-9751X,742,1993,2024-09-07,20173,True
JA-7349B,116,2023,2024-10-20,27836,True
D-4396A,932,2002,2024-11-26,15312,True
PU-7928Z,275,2005,2026-03-28,34120,True
F-1907Y,771,2013,2024-10-12,58554,True
HL-6181C,383,1993,2026-05-06,18644,True
G-4371K,623,2025,2024-06-27,18197,True
PU-2017L,87,2020,2025-08-09,53504,True
PS-8482N,91,2025,2025-06-13,79982,False
N-5033A,646,2004,2026-02-02,8072,True
N-3736L,331,2011,2024-12-12,77328,True
N-3309T,460,2001,2025-07-13,1449,True
JA-5416N,17,1990,2026-01-07,54741,True
PU-2393A,621,2001,2025-02-06,18630,True
EC-8157Z,253,2016,2026-04-21,60793,True
D-1517B,399,1991,2025-11-30,13071,True
PT-3910U,830,1990,2026-04-01,29354,True
PS-2713H,364,2009,2026-02-17,29331,True
D-4350K,213,2017,2025-06-05,43905,True
B-2352M,487,2009,2024-07-18,13086,True
PT-6579H,989,2022,2026-06-02,21665,True
EC-6370F,172,2004,2026-01-19,63935,True
JA-8905I,224,2017,2026-01-10,6478,True
EC-6324W,56,2019,2026-01-16,76333,True
HL-1399A,359,1996,2025-12-12,46294,True
JA-7632C,643,1993,2025-08-23,69574,True
G-6168G,708,2011,2025-01-24,75368,True
F-6032X,677,1994,2024-11-09,47870,True
PS-2637B,732,2000,2025-08-30,73193,True
N-3992I,155,2007,2026-03-09,79116,True
JA-1411K,978,2000,2026-03-11,69789,True
PR-6929I,857,2023,2024-08-22,53609,True
VH-5239O,674,2019,2024-12-12,77214,True
TC-3130I,413,2015,2025-06-09,34852,True
PP-8673S,444,2002,2024-06-11,69224,True
EC-9560N,522,1990,2025-07-16,13542,True
G-6279S,740,2002,2025-03-03,7099,False
PU-7408M,287,2000,2025-08-12,37728,True
PU-2425X,576,2001,2026-04-14,70795,True
F-3241E,346,2013,2025-05-09,10796,True
G-6576Z,750,1994,2025-07-10,63485,True
PP-7291F,621,2019,2024-11-08,24279,True
G-463R,404,2017,2025-06-09,2530,True
PP-9703M,235,1994,2025-09-24,53795,True
PR-2019W,185,2007,2024-10-11,7812,True
VH-262X,695,2003,2024-09-06,40907,True
PT-7964N,5,2021,2024-11-23,14963,True
D-7920P,864,2003,2024-08-27,68126,True
PR-4388O,842,1991,2025-04-27,35614,True
PP-809V,557,2017,2026-02-25,52988,True
D-8802N,194,2013,2025-12-29,77798,True
PS-324W,714,1994,2025-08-06,19486,True
EC-5030D,333,2005,2024-10-24,42380,True
PS-2094Q,483,1990,2024-09-19,45440,True
EC-9104F,928,1999,2025-03-20,8556,True
HL-2373X,384,2004,2025-10-19,22744,True
PU-242W,799,2023,2024-07-14,38624,True
TC-8258J,588,2002,2025-07-07,69571,True
TC-1410N,144,2005,2024-06-07,19072,True
B-2276Q,512,2007,2025-09-24,40400,True
PR-2397S,116,2002,2026-02-20,27621,True
D-7030A,883,2003,2025-09-07,76844,True
B-2117S,106,2016,2024-11-11,42840,True
PR-6464I,962,2003,2025-05-14,67101,True
N-1133E,629,2022,2024-07-24,55610,True
PS-1943Q,700,1991,2025-03-18,42330,True
PS-237T,463,2015,2024-08-23,76618,False
VH-4952M,205,2010,2025-09-30,3024,True
PS-1890R,843,2024,2024-11-29,44284,True
PS-7765O,371,2005,2024-07-29,28581,True
VH-4323U,46,2010,2026-05-21,31983,True
HL-3266F,661,2007,2025-05-16,32472,True
PS-5464A,403,2023,2026-03-18,38040,True
PS-3673X,530,1991,2025-07-29,21055,True
PU-8275X,92,2001,2025-01-22,62041,True
PR-6549M,258,2009,2024-12-28,72338,True
VH-6762Z,495,2025,2025-12-08,49392,True
PP-6625X,970,2022,2025-09-09,46753,True
PT-2515P,786,1993,2025-07-29,12492,True
JA-3438N,58,2015,2025-08-10,29671,True
HL-8239A,806,2010,2026-02-03,44146,True
G-5618D,343,2007,2026-01-23,11701,True
PP-3714W,990,2024,2026-02-16,54796,True
PU-5261A,623,2009,2024-12-10,16377,True
VH-9193F,160,2012,2025-07-26,67463,True
JA-652C,652,1990,2024-06-04,14296,True
EC-507L,36,2009,2024-11-02,40367,True
VH-8992D,430,2009,2025-05-13,41582,True
JA-672U,766,2023,2025-10-10,14288,False
JA-6603W,232,2011,2025-01-04,46730,True
D-2446M,195,2008,2025-10-19,35749,True
G-6194R,163,2008,2025-05-07,64761,True
PP-5281R,878,2006,2026-04-22,46799,True
PP-2541B,380,1992,2025-12-29,15868,True
G-455A,144,2017,2026-02-16,67946,True
EC-7249P,470,2021,2024-11-28,56752,True
EC-2996B,136,2019,2025-07-29,52660,True
D-5693L,853,2013,2024-09-05,58041,True
PU-3904D,697,2002,2024-08-15,50193,True
D-1609C,410,2000,2024-11-22,46956,True
PP-2315T,841,2004,2026-02-07,73242,True
HL-9511U,84,2024,2024-11-11,62433,True
PS-7750K,621,2005,2025-05-13,59513,True
D-5905D,222,1994,2024-07-19,42872,True
G-2437A,484,1994,2025-11-05,26939,True
EC-4227P,683,2019,2024-12-13,72599,True
VH-948O,600,2006,2025-08-22,45302,True
PS-4582C,106,2001,2024-12-26,28614,True
PU-6760W,186,2024,2025-04-05,42495,False
EC-6638O,706,1999,2024-10-11,804,True
B-4453O,315,1990,2025-01-25,44631,True
PR-3764P,324,1990,2026-03-18,16260,True
JA-6806A,331,2013,2025-03-13,64131,True
PU-7971Q,877,2018,2025-01-31,8259,True
PP-3903P,748,2001,2025-01-27,72861,True
PS-6025P,411,2023,2024-06-26,46893,True
PP-6871L,218,1993,2025-05-09,40990,True
PT-8237W,450,2006,2026-03-29,12612,True
G-8094J,706,2007,2025-06-16,68876,True
G-2049W,953,2011,2026-04-18,13513,True
G-332A,570,1990,2024-06-13,33384,True
PS-6059X,549,2004,2024-06-14,45005,True
B-1837A,49,2016,2025-02-06,61757,False
TC-7415U,443,1991,2026-05-12,32288,True
VH-4447Y,978,2013,2024-11-29,29111,False
VH-7605U,194,2007,2026-05-16,11488,True
D-4626Y,680,1999,2025-03-05,11139,True
F-2089H,206,1993,2025-02-07,79834,True
PS-8712B,123,2025,2025-10-19,7193,True
D-5863Y,194,2019,2025-07-01,38965,True
PP-6944A,26,2000,2025-07-09,55520,True
JA-7298I,351,2022,2024-09-11,50587,True
F-9435U,676,2006,2026-03-27,17132,True
G-2565J,549,2024,2024-11-07,59895,True
TC-606F,769,2025,2026-05-15,18768,True
PS-7136L,815,2010,2024-12-23,19569,True
N-3203Z,552,2008,2025-08-04,68655,True
PR-2951L,105,2012,2025-12-15,61086,True
G-1128T,348,2009,2024-08-19,53754,True
PS-9889A,780,2008,2025-11-02,39836,True
N-710O,72,1994,2024-09-06,27186,True
PS-5749C,267,2017,2026-01-28,32346,True
D-6648L,549,2007,2025-07-04,70357,True
JA-9182Z,789,2010,2024-06-23,39172,True
JA-7605N,183,1990,2025-11-02,55788,True
HL-3889W,663,2008,2025-08-07,66892,True
TC-8036G,467,1991,2026-02-22,24251,True
EC-7922M,815,1997,2024-10-19,62719,True
PS-2368Z,432,2009,2025-08-14,10973,True
B-3135L,372,1997,2025-10-21,38375,True
B-8428K,23,1997,2026-01-02,71120,True
EC-9442A,627,1995,2024-11-29,1297,True
PR-2895M,252,1992,2025-07-08,1706,True
HL-1773T,597,1991,2025-02-07,58747,True
EC-4558R,775,2025,2024-07-17,32392,True
HL-3580T,38,2017,2026-02-18,113,True
D-1175R,960,2019,2026-05-25,23069,True
EC-8066B,195,2006,2024-09-15,41210,True
N-9033Y,645,2022,2025-12-20,22207,True
PP-4199I,929,2015,2026-05-10,77265,True
HL-3499T,647,2020,2025-07-22,38078,True
N-8134P,608,2022,2025-01-05,28995,False
HL-2247D,282,2010,2025-06-19,26854,True
TC-3326H,173,1995,2025-06-10,28324,True
PR-1223S,224,2025,2025-09-04,50323,True
VH-8519Y,167,1998,2025-08-05,52070,True
PP-4145K,431,1996,2026-01-16,8374,True
PU-3245N,101,2008,2024-10-08,64310,True
G-2358S,459,2025,2025-02-21,71187,True
N-5657G,986,1994,2025-07-07,69711,True
VH-4312J,895,2009,2025-06-14,51152,True
PU-8530Q,206,2011,2025-12-25,51371,True
PU-8106D,834,2017,2025-03-04,72505,True
PR-1843P,469,1995,2024-11-19,7595,True
JA-7177T,402,2013,2025-05-28,34121,False
N-539B,150,2002,2024-07-26,48481,True
PU-1465J,782,1992,2025-03-17,61789,True
HL-4232E,84,1991,2025-04-29,41648,True
N-1506G,454,1996,2026-01-21,66449,True
PU-9784U,503,1999,2025-01-16,20112,True
PR-9058B,452,2018,2024-08-18,71020,True
TC-8409Y,332,1995,2025-02-06,22842,True
VH-2540D,800,2019,2026-04-19,56835,True
EC-7128Z,60,2004,2026-03-24,69633,True
PU-8144Q,441,1999,2026-02-18,53672,True
B-1474X,406,1997,2024-12-01,43503,True
PR-1192R,422,1991,2024-11-17,44238,False
N-660X,775,1990,2025-12-31,65382,True
G-1221D,715,2006,2024-06-27,2840,True
G-7503A,237,2009,2025-05-14,60925,False
F-2249M,196,2020,2026-01-22,39341,True
B-4731M,156,1998,2024-06-14,45536,False
D-4366O,446,2000,2025-03-25,12273,True
HL-9506X,249,2024,2025-04-17,28393,True
N-9446H,14,1994,2025-04-21,51484,True
PU-9361O,63,2018,2025-11-12,8657,True
PP-6023P,335,1997,2026-04-25,13547,True
PU-4943W,26,2002,2025-06-20,37414,True
HL-7575K,868,2015,2024-07-19,57951,True
JA-1955X,109,1993,2025-10-15,16372,True
G-139F,451,1995,2026-04-24,17405,True
PT-5733I,38,2022,2025-10-29,48016,True
HL-1459A,235,2002,2025-11-26,39094,True
PR-1066H,196,2009,2025-04-09,44592,True
EC-3195D,651,2020,2024-11-14,40621,True
PP-1623N,371,2022,2026-01-17,12661,True
JA-7913Y,774,1995,2026-05-06,26000,True
VH-7370V,535,2011,2024-11-29,32400,True
HL-7350T,149,2024,2024-08-11,7798,True
PS-6361V,559,1998,2024-08-18,34218,True
D-3148T,505,1996,2025-08-21,28529,True
VH-5465X,528,2000,2026-02-04,42957,False
PU-3587I,682,2001,2024-07-25,12264,True
PT-2722D,710,2024,2025-12-12,23983,True
JA-2858S,97,2006,2025-05-02,45841,True
HL-7770B,661,2010,2025-11-25,37010,True
PS-3010C,158,2010,2024-08-13,77247,True
VH-4907G,145,2007,2024-08-22,38272,True
JA-3106F,62,2019,2025-09-03,67428,True
VH-1899A,339,1991,2025-02-15,71864,True
JA-9881W,277,1993,2025-02-18,70857,True
PT-6740U,473,2000,2025-12-31,31990,True
PS-6684S,251,2013,2024-11-20,13088,True
PR-7703G,526,2013,2024-06-21,8249,True
PS-4829U,218,2013,2025-09-07,55604,True
B-9806J,74,2012,2024-12-09,37714,True
PR-5042N,98,2018,2025-06-17,36291,True
G-3301Z,501,2025,2024-11-08,5055,True
D-1693W,334,1995,2025-12-18,29753,True
PR-186M,194,2008,2024-08-29,4643,True
B-1681F,900,2000,2026-03-17,49408,True
VH-3833Y,963,2014,2024-10-27,14436,True
PT-6093O,608,2019,2024-12-17,58043,True
PU-2258G,479,2023,2025-11-16,65765,True
D-9330W,31,2009,2024-07-16,60399,True
PP-3328Y,802,1990,2024-11-27,31888,True
JA-5225U,901,1991,2025-06-15,13809,True
PP-9424A,846,1993,2025-06-19,13565,True
JA-2761Z,273,2005,2025-09-28,36719,True
N-8400E,143,1995,2024-07-31,21866,True
B-6174C,106,1992,2025-05-30,72305,True
HL-104W,619,2024,2024-06-08,74116,True
PR-6455N,822,2013,2026-01-24,78795,True
HL-3811K,406,1996,2024-11-15,35432,True
PR-9086X,101,2009,2025-06-14,45908,True
VH-9132M,12,2015,2025-08-20,70225,True
B-1536P,757,2009,2025-10-05,34353,True
PR-7978I,615,2011,2025-10-21,22674,True
EC-4425V,621,2024,2024-11-13,75961,True
TC-3854S,124,2014,2024-06-23,3903,False
G-9419J,85,2016,2025-04-19,42716,True
D-533X,914,1994,2024-08-16,45649,True
EC-5802B,776,2016,2026-02-21,32087,True
N-4964D,650,2017,2025-07-25,58138,True
VH-5543H,27,2007,2025-08-27,39894,True
D-5749U,593,2022,2024-09-16,8280,True
VH-6713H,862,1998,2026-04-15,39382,True
PS-3357K,9,2024,2024-07-11,46218,True
PT-2182O,267,2022,2026-04-29,13116,True
G-8785L,178,1991,2024-06-13,44530,True
G-213K,711,2002,2025-01-10,19173,True
VH-1154S,474,2007,2026-05-17,52612,True
G-3485U,544,1999,2025-03-17,48759,True
PR-2679Y,539,2018,2025-07-08,51583,True
JA-7292W,424,2024,2024-09-10,12277,True
EC-2008A,134,1992,2024-07-07,71407,True
PU-633F,975,2024,2025-06-07,77262,True
HL-6974K,661,1991,2024-09-21,5536,True
TC-4181C,625,1991,2026-02-18,69730,True
F-9209F,325,2023,2024-08-15,35530,True
PP-408Q,946,2014,2025-04-01,46606,True
PR-7539P,300,2023,2024-10-21,51029,False
N-6764H,487,2022,2026-03-07,12160,True
JA-6457S,55,2018,2024-12-28,19514,True
PS-2917U,513,2013,2025-05-16,48839,True
D-7664S,898,2020,2025-11-22,34961,True
PU-111Q,370,2000,2025-01-19,23623,True
PT-9955Q,129,2018,2024-09-08,19305,True
HL-206M,348,2020,2025-01-19,56839,True
B-9953Y,447,2020,2025-05-03,19246,True
HL-5136D,838,2019,2025-08-10,65714,True
G-8398B,270,2000,2024-12-28,69049,True
F-9864F,336,2023,2026-05-26,51826,True
JA-2631W,304,1997,2025-06-08,79391,True
TC-2126U,373,2020,2024-12-08,9092,True
PP-6723S,390,2019,2024-09-24,23031,True
EC-2345L,498,2017,2025-03-08,45617,True
N-1182I,442,2013,2026-04-15,79510,True
PS-1167I,205,1993,2026-02-05,77948,True
N-3848F,106,2024,2026-05-18,75559,True
PS-1835U,372,2005,2025-02-06,6124,True
F-6335Y,815,2013,2024-07-19,34467,True
HL-3887V,516,2025,2026-01-19,5827,True
PT-9994D,505,2008,2025-04-27,22732,True
PT-8511V,437,2019,2025-02-12,43010,True
G-7870D,853,2018,2026-03-12,47771,True
PP-5018V,47,2019,2024-09-14,45957,True
PT-4139U,800,2004,2025-08-23,35856,True
PU-9614L,840,1992,2025-10-28,6366,True
HL-1150R,866,2012,2025-09-15,7342,False
B-7130B,199,1990,2024-06-20,65357,True
VH-9854Q,315,2005,2025-02-17,49341,True
PU-8721M,85,2010,2025-12-10,56154,True
F-7859T,831,2002,2026-04-25,38274,True
TC-4307R,403,2005,2024-11-18,71141,True
PT-3373P,17,2018,2025-03-27,68377,True
PS-3213B,784,1995,2026-02-18,36653,True
F-2555M,647,1993,2026-05-13,56548,True
B-6464Q,172,1995,2026-06-02,62102,True
TC-6974I,854,2015,2025-05-10,65511,False
N-8249Z,306,2000,2025-09-29,20,True
VH-1102R,39,1990,2025-10-08,4768,True
VH-2591N,963,1990,2024-09-02,52350,True
PT-2092T,618,1990,2024-09-10,50242,True
F-7965A,768,1992,2024-06-20,76343,True
PU-2774H,154,2016,2026-02-24,54223,True
PU-5820M,317,2011,2025-05-17,4685,True
PU-645W,491,2008,2024-10-03,19309,True
HL-9894E,129,1990,2026-05-07,21826,True
PS-5453Z,134,1991,2026-04-30,61919,True
TC-4392V,894,2005,2026-01-04,45042,True
PP-6085N,951,1997,2025-12-19,66802,True
HL-3412W,846,2020,2024-06-28,5246,True
N-7539Z,492,2009,2025-09-27,40746,True
G-7041E,120,2008,2025-02-25,42676,True
F-5111V,671,2023,2025-06-07,35285,True
PT-7085U,772,2004,2025-08-02,55216,True
PT-8190V,330,2014,2026-02-23,72505,True
VH-6645R,867,1994,2025-10-28,33848,True
N-5480V,31,1995,2025-09-15,38720,True
D-327A,289,1991,2024-06-19,12307,True
PS-3823O,343,1995,2026-03-21,13527,True
F-6994W,80,2004,2024-11-30,15685,True
F-8551G,626,2011,2025-01-31,43167,True
PT-6980A,100,2017,2025-11-24,11321,True
EC-6163S,305,2000,2025-11-29,45548,True
N-2348L,243,2018,2025-02-06,1799,True
PP-571W,398,2012,2024-06-10,76733,True
N-4692I,4,2025,2026-05-17,1576,True
EC-5293R,621,1999,2025-07-24,67949,True
PT-5572Z,314,2017,2024-08-17,24781,True
F-3955T,714,2020,2025-08-17,62671,True
HL-5652D,555,2022,2025-09-14,29989,True
VH-9765K,250,2009,2026-01-08,76863,True
PR-3022Z,398,2004,2026-02-15,78298,True
G-4815S,225,2013,2026-02-05,38614,True
EC-8052A,459,2011,2026-03-24,41816,True
PS-8838R,883,2000,2025-04-19,20422,True
JA-4548A,579,1997,2025-07-26,58445,False
F-9378K,925,2021,2026-03-31,40011,True
F-2462N,510,2023,2026-02-13,19646,True
D-5879S,532,2018,2026-05-31,49332,True
PR-7731S,568,1994,2026-05-28,5947,True
PT-3885D,315,2017,2026-01-03,76336,True
EC-3688G,643,2022,2024-12-23,49378,True
PS-4442L,517,2021,2025-01-03,22252,True
B-4164U,385,1999,2025-02-06,68828,True
JA-8335J,916,2024,2025-05-06,9691,True
VH-4326L,499,2013,2025-02-10,69219,True
PS-8811N,962,2024,2025-11-30,68936,False
PR-7611J,321,1996,2025-05-14,16157,True
PU-7678C,995,2023,2025-12-31,57614,True
B-404U,40,1991,2025-11-25,26003,False
PR-4120K,676,1998,2025-12-12,62235,True
PT-7698U,177,2023,2025-07-25,51467,True
PU-5111Z,861,2025,2026-01-28,64530,True
JA-8367H,435,1992,2024-08-02,5470,True
EC-8377J,738,2013,2026-03-04,47028,True
PP-8358C,303,2015,2025-12-20,13184,True
JA-2844P,32,1995,2025-05-15,72825,True
PS-8523R,507,1998,2024-12-23,14851,True
PP-8969H,413,1990,2025-01-16,56837,True
G-8928Q,770,2007,2024-10-24,32928,True
EC-4815T,249,1995,2024-06-28,59231,True
TC-2292E,30,2016,2025-02-01,23032,True
JA-9170A,475,2000,2024-12-21,59830,True
N-8455V,373,2014,2024-07-15,74799,True
B-2188Q,991,2021,2026-05-22,34813,True
PS-4845E,892,1993,2025-10-08,43345,False
PU-1007S,852,1990,2025-03-09,46269,False
VH-3553W,874,2008,2026-05-05,45597,True
HL-7502Z,239,2013,2024-08-06,1620,True
TC-6391Y,582,2001,2026-04-27,44954,True
VH-2753N,70,2020,2026-05-18,48694,True
HL-4285C,536,2024,2025-03-16,17818,True
PP-8411O,33,1993,2026-05-20,18715,True
PS-7133Y,667,1995,2025-11-20,28320,True
EC-2888G,159,2003,2025-11-01,76885,True
JA-7378W,287,2008,2025-02-10,43026,True
HL-2730E,479,2016,2025-04-24,346,True
HL-7485R,430,2017,2025-06-13,982,True
TC-6708J,296,1998,2026-02-11,457,True
PR-8189P,106,2004,2025-01-05,48577,True
EC-2655X,241,2005,2024-06-09,11537,True
EC-9659Q,324,1997,2025-08-14,11624,True
G-145L,276,1998,2026-02-03,26151,True
TC-1756U,169,2014,2024-10-15,18377,True
D-4533Q,994,2007,2024-07-09,51827,True
D-5104M,734,2010,2024-08-31,44839,False
D-5233V,65,2007,2025-12-20,30430,True
N-4635Q,145,2010,2025-04-03,1155,True
N-1130C,370,2009,2025-10-16,74856,True
D-6223X,918,1990,2025-06-24,38818,True
HL-6177G,263,2000,2026-02-12,44690,True
PP-2568Y,514,2025,2025-02-02,3043,True
JA-2608N,3,2000,2025-09-12,74660,True
JA-4841Y,575,1991,2025-12-25,42294,True
G-9185O,686,2002,2025-09-08,27143,True
PP-687D,533,2025,2025-11-11,79347,True
HL-1572C,54,2018,2024-12-07,56741,True
PR-2779Q,917,2017,2024-06-29,55656,True
JA-5732H,374,2025,2026-05-21,10043,True
HL-9586R,363,2019,2024-06-20,13998,True
PP-1418I,533,2015,2024-07-27,72995,True
VH-3956R,725,2012,2024-11-23,45201,True
N-1767A,796,2005,2026-04-19,33079,True
D-3967B,519,2024,2024-12-19,854,True
VH-164Q,95,2001,2026-04-04,63498,True
PP-8172W,285,2017,2025-10-02,1846,False
B-2097C,375,2017,2024-08-01,54454,True
VH-2073X,817,1994,2025-01-23,3454,True
TC-8450I,558,2013,2026-04-11,44698,True
EC-3251T,703,2004,2024-06-27,67859,True
PP-4196A,107,2008,2025-02-28,64370,True
EC-6625I,562,2006,2025-12-27,56522,True
N-1840A,117,2009,2025-10-03,41950,True
EC-7358U,817,1996,2025-07-25,59741,True
JA-231I,193,1996,2024-07-12,9149,True
HL-7395K,8,2002,2025-03-30,9537,True
JA-6829W,905,1996,2025-10-04,63159,True
JA-5755V,935,2021,2025-06-08,16089,True
D-7336F,884,1997,2024-06-16,56202,True
PU-1067Z,81,2014,2025-08-19,23326,True
N-3309I,369,2007,2024-07-28,59614,True
D-2381R,925,1991,2026-03-18,65781,True
B-3287P,159,2010,2024-12-16,75428,True
HL-7129D,402,2024,2026-01-31,78431,True
F-3393P,686,2010,2026-02-01,2283,True
F-2147Y,690,1992,2024-12-30,22164,True
B-4014M,895,2007,2025-05-04,53126,True
JA-7902M,70,1992,2025-03-08,47193,True
HL-8269F,195,2021,2025-01-28,45201,True
PS-5417J,484,2020,2025-07-10,72810,True
PR-2049K,177,2017,2024-12-18,1437,True
F-6405S,732,2003,2024-06-06,44158,True
F-3176S,497,2025,2024-07-10,34824,True
PT-6713M,981,2010,2024-06-12,74855,True
PU-5037I,362,1991,2024-07-03,29678,True
PS-2123E,270,2022,2026-04-23,74228,True
B-4283F,501,2006,2025-01-16,16808,True
N-8380S,106,2013,2024-07-01,78835,True
PU-5518V,556,1999,2024-06-19,63226,True
D-3122A,265,1997,2025-01-15,57160,True
EC-3381T,712,2007,2025-12-07,21996,True
F-5346A,297,2023,2025-04-18,76928,True
PR-6449A,405,2021,2024-12-16,1712,True
JA-8199M,130,2007,2026-03-23,4047,True
PP-9267G,967,2003,2025-03-07,6868,False
EC-3093P,224,2004,2024-12-14,68224,True
F-9947F,867,2010,2025-09-29,64744,False
PP-6657V,509,2000,2025-05-26,8768,True
N-8119C,820,2013,2025-03-28,59309,True
JA-2115P,337,2005,2025-07-17,53214,True
D-8931Y,392,1992,2026-02-07,28915,True
HL-8725I,246,2016,2024-11-12,70216,True
B-9683Q,671,2002,2025-01-17,27203,True
PT-9706K,452,1996,2025-12-22,62384,True
PS-268B,709,2002,2025-07-22,3693,True
G-5156I,84,2010,2026-02-20,72514,True
F-9596V,497,2009,2025-05-10,68303,True
HL-9048O,325,2024,2025-03-01,27369,True
VH-3244Y,100,2024,2024-10-12,31978,True
PR-2225C,335,2021,2025-03-09,31406,True
TC-2631A,548,2003,2025-04-13,53799,True
HL-6284W,190,1999,2024-06-16,65978,True
PU-7841H,90,1994,2025-01-07,2032,True
HL-2209B,891,2008,2026-04-28,68244,True
G-1662C,194,2005,2025-08-04,56234,True
F-9099V,835,2013,2025-08-27,62718,True
PR-1789L,557,2016,2025-09-14,61921,True
G-5807F,660,2017,2024-09-20,31455,True
PR-2813V,856,2016,2026-03-31,55162,True
PR-3444E,658,2018,2025-01-07,27417,True
JA-9359Y,417,2017,2025-04-05,50372,True
PR-9559C,209,2019,2025-04-28,36933,True
PP-9031Z,215,1994,2024-09-14,57927,True
B-6292P,219,2011,2025-02-02,6056,True
PP-2235W,886,1990,2025-05-12,35952,True
VH-3713A,98,1998,2025-04-25,34503,True
PR-7414I,984,2022,2024-07-19,69539,True
PT-9066G,657,2003,2024-08-05,46208,True
PP-609P,696,1994,2024-10-29,77111,False
PU-8026H,751,2007,2025-07-18,18313,True
TC-2936B,529,2013,2024-07-02,70475,True
EC-522V,108,2013,2025-11-25,9807,True
PU-8947Z,608,2022,2025-06-02,53701,True
PR-6772R,969,2016,2025-09-12,62993,True
PU-4010U,548,2007,2025-02-14,8361,True
PP-4177L,603,2023,2025-12-27,23991,True
TC-1111E,870,1992,2024-08-02,9187,True
JA-6661L,909,1996,2024-08-10,47555,True
PU-8161O,991,2000,2025-06-30,31827,True
PS-7152M,641,2016,2024-08-28,37023,True
F-4868U,442,2011,2024-10-12,1019,True
N-413I,393,2022,2025-11-02,6156,True
HL-1775K,709,1998,2026-04-26,58743,True
G-5823B,640,2015,2024-08-23,4402,True
D-6026W,514,2011,2026-02-07,53541,True
B-3410Y,714,2016,2026-02-24,30530,True
PP-2938S,640,1997,2025-03-27,79700,True
JA-5610W,497,2014,2025-03-03,30887,True
PU-3680H,613,2021,2024-10-17,9093,True
G-3711B,447,1997,2025-11-13,79555,True
HL-7388W,865,2019,2025-10-25,8084,True
EC-8373P,891,2024,2025-03-18,6235,True
VH-1418R,477,1994,2024-07-18,53932,True
VH-9691S,986,2002,2025-08-08,34993,True
PR-5503K,392,2021,2025-11-08,21580,True
D-4585E,36,2018,2024-09-01,67199,True
PP-7674D,781,2019,2025-03-14,8309,True
HL-5716M,831,2009,2025-08-15,73023,True
HL-7330X,781,1997,2025-02-13,34557,True
G-4629R,589,2004,2025-09-12,49177,True
D-5257T,965,1990,2024-06-19,65606,True
D-313B,887,1999,2025-01-27,48323,True
F-9206F,572,1997,2024-12-05,51710,False
B-5438H,242,2006,2024-08-25,38195,True
HL-1974A,176,2001,2025-02-19,4370,True
EC-2305C,422,1991,2026-06-02,75172,True
PP-8743T,956,2002,2024-06-18,60108,False
TC-9880X,640,2021,2025-05-09,22819,True
PS-4047E,579,2002,2026-04-07,29076,True
PR-299E,830,2003,2026-03-15,22310,True
N-2770D,145,2007,2026-05-25,1096,False
HL-2360E,278,1996,2026-03-24,63336,True
JA-8750M,45,1991,2024-07-26,52559,True
HL-9799V,525,2022,2026-01-25,20667,True
JA-7216T,26,2000,2025-06-23,77582,False
JA-2965O,411,1991,2024-12-18,35165,True
PR-9242F,17,2000,2024-07-27,56705,True
EC-2269O,565,2000,2025-10-05,64365,True
JA-5529G,591,2023,2025-05-04,24805,True
D-4844K,232,2018,2025-11-15,34937,True
JA-3154M,556,2007,2025-01-01,4730,True
HL-8886L,427,2008,2025-06-10,25988,True
PR-6839Z,960,2011,2026-02-16,29699,True
PU-8594H,780,2024,2025-06-13,23183,True
EC-910M,646,2010,2026-03-29,39883,True
PS-4417V,572,2011,2026-01-18,35712,True
HL-2322H,447,2014,2025-12-14,9438,True
HL-6126F,229,1992,2025-10-28,72362,True
VH-7655G,702,2002,2025-03-29,34318,True
N-2472Y,16,2006,2026-04-15,46613,True
